surah_number,ayah_number,arabic_uthmani,blank,english_saheeh_international
2,197,الحَجُّ أَشهُرٌ مَعلوماتٌ ۚ فَمَن فَرَضَ فيهِنَّ الحَجَّ فَلا رَفَثَ وَلا فُسوقَ وَلا جِدالَ فِي الحَجِّ ۗ وَما تَفعَلوا مِن خَيرٍ يَعلَمهُ اللَّهُ ۗ وَتَزَوَّدوا فَإِنَّ خَيرَ الزّادِ التَّقوىٰ ۚ وَاتَّقونِ يا أُولِي الأَلبابِ,al-ḥajj ʾashhur maʿlūmāt f-m faraḍ fīhinnal-ḥajj f-lā rafath w-lā fusūq w-lā jidāl fīl-ḥajj w-mā tafʿalū m khayr yaʿlamh llāh w-tazawwadū f-ʾinn khayr z-zād t-taqwā w-ttaqūn yā-ʾulīl-ʾalbāb,"Hajj is during well-known months, so whoever has made Hajj obligatory upon himself therein by entering the state of ihram, there is to be for him no sexual relations and no disobedience and no disputing during Hajj. And whatever good you do - Allah knows it. And take provisions, but indeed, the best provision is fear of Allah. And fear Me, O you of understanding"
2,198,لَيسَ عَلَيكُم جُناحٌ أَن تَبتَغوا فَضلًا مِن رَبِّكُم ۚ فَإِذا أَفَضتُم مِن عَرَفاتٍ فَاذكُرُوا اللَّهَ عِندَ المَشعَرِ الحَرامِ ۖ وَاذكُروهُ كَما هَداكُم وَإِن كُنتُم مِن قَبلِهِ لَمِنَ الضّالّينَ,lays ʿalaykum junāḥ ʾ tabtaghū faḍlam-m rabbikum f-ʾidhā ʾafaḍtum m ʿarafāt f-dhkurū llāh ʿindal-mashʿaril-ḥarām w-dhkurūh k-mā hadākum w-ʾ kuntum m qablihī l-min ḍ-ḍāllīn,"There is no blame upon you for seeking bounty from your Lord during Hajj. But when you depart from 'Arafat, remember Allah at al- Mash'ar al-Haram. And remember Him, as He has guided you, for indeed, you were before that among those astray"
2,199,ثُمَّ أَفيضوا مِن حَيثُ أَفاضَ النّاسُ وَاستَغفِرُوا اللَّهَ ۚ إِنَّ اللَّهَ غَفورٌ رَحيمٌ,thumm ʾafīḍū m ḥayth ʾafāḍ n-nās w-staghfirū llāh ʾinn llāh ghafūr raḥīm,"Then depart from the place from where all the people depart and ask forgiveness of Allah. Indeed, Allah is Forgiving and Merciful"
2,200,فَإِذا قَضَيتُم مَناسِكَكُم فَاذكُرُوا اللَّهَ كَذِكرِكُم آباءَكُم أَو أَشَدَّ ذِكرًا ۗ فَمِنَ النّاسِ مَن يَقولُ رَبَّنا آتِنا فِي الدُّنيا وَما لَهُ فِي الآخِرَةِ مِن خَلاقٍ,f-ʾidhā qaḍaytum manāsikakum f-dhkurū llāh k-dhikrikum ʾābāʾakum ʾaw ʾashadd dhikr f-min n-nās m yaqūl rabbanā ʾātinā fī d-dunyā w-mā lahū fīl-ʾākhirat m khalāq,"And when you have completed your rites, remember Allah like your previous remembrance of your fathers or with much greater remembrance. And among the people is he who says, ""Our Lord, give us in this world,"" and he will have in the Hereafter no share"
2,201,وَمِنهُم مَن يَقولُ رَبَّنا آتِنا فِي الدُّنيا حَسَنَةً وَفِي الآخِرَةِ حَسَنَةً وَقِنا عَذابَ النّارِ,w-minhum m yaqūl rabbanā ʾātinā fī d-dunyā ḥasanat w-fīl-ʾākhirat ḥasanat w-qinā ʿadhāb n-nār,"But among them is he who says, ""Our Lord, give us in this world that which is good and in the Hereafter that which is good and protect us from the punishment of the Fire"
2,202,أُولٰئِكَ لَهُم نَصيبٌ مِمّا كَسَبوا ۚ وَاللَّهُ سَريعُ الحِسابِ,ʾulāʾik lahum naṣīb mimmā kasabū w-llāh sarīʿul-ḥisāb,"Those will have a share of what they have earned, and Allah is swift in account"
2,203,۞ وَاذكُرُوا اللَّهَ في أَيّامٍ مَعدوداتٍ ۚ فَمَن تَعَجَّلَ في يَومَينِ فَلا إِثمَ عَلَيهِ وَمَن تَأَخَّرَ فَلا إِثمَ عَلَيهِ ۚ لِمَنِ اتَّقىٰ ۗ وَاتَّقُوا اللَّهَ وَاعلَموا أَنَّكُم إِلَيهِ تُحشَرونَ,w-dhkurū llāh fī ʾayyām maʿdūdāt f-m taʿajjal fī yawmayn f-lā ʾithm ʿalayh w-m taʾakhkhar f-lā ʾithm ʿalayh l-man ttaqā w-ttaqū llāh w-ʿlamū ʾannakum ʾilayh tuḥsharūn,And remember Allah during specific numbered days. Then whoever hastens his departure in two days - there is no sin upon him; and whoever delays until the third - there is no sin upon him - for him who fears Allah. And fear Allah and know that unto Him you will be gathered
2,204,وَمِنَ النّاسِ مَن يُعجِبُكَ قَولُهُ فِي الحَياةِ الدُّنيا وَيُشهِدُ اللَّهَ عَلىٰ ما في قَلبِهِ وَهُوَ أَلَدُّ الخِصامِ,w-min n-nās m yuʿjibuk qawluhū fīl-ḥayāt d-dunyā w-yushhid llāh ʿalā mā fī qalbihī w-huw ʾaladdul-khiṣām,"And of the people is he whose speech pleases you in worldly life, and he calls Allah to witness as to what is in his heart, yet he is the fiercest of opponents"
2,205,وَإِذا تَوَلّىٰ سَعىٰ فِي الأَرضِ لِيُفسِدَ فيها وَيُهلِكَ الحَرثَ وَالنَّسلَ ۗ وَاللَّهُ لا يُحِبُّ الفَسادَ,w-ʾidhā tawallā saʿā fīl-ʾarḍ l-yufsid fīhā w-yuhlikal-ḥarth w-n-nasl w-llāh lā yuḥibbul-fasād,"And when he goes away, he strives throughout the land to cause corruption therein and destroy crops and animals. And Allah does not like corruption"
2,206,وَإِذا قيلَ لَهُ اتَّقِ اللَّهَ أَخَذَتهُ العِزَّةُ بِالإِثمِ ۚ فَحَسبُهُ جَهَنَّمُ ۚ وَلَبِئسَ المِهادُ,w-ʾidhā qīl lah ttaq llāh ʾakhadhathul-ʿizzat b-l-ʾithm f-ḥasbuhū jahannam w-l-biʾsal-mihād,"And when it is said to him, ""Fear Allah,"" pride in the sin takes hold of him. Sufficient for him is Hellfire, and how wretched is the resting place"
2,207,وَمِنَ النّاسِ مَن يَشري نَفسَهُ ابتِغاءَ مَرضاتِ اللَّهِ ۗ وَاللَّهُ رَءوفٌ بِالعِبادِ,w-min n-nās m yashrī nafsah btighāʾ marḍāt llāh w-llāh raʾūf b-l-ʿibād,"And of the people is he who sells himself, seeking means to the approval of Allah. And Allah is kind to His servants"
2,208,يا أَيُّهَا الَّذينَ آمَنُوا ادخُلوا فِي السِّلمِ كافَّةً وَلا تَتَّبِعوا خُطُواتِ الشَّيطانِ ۚ إِنَّهُ لَكُم عَدُوٌّ مُبينٌ,yā-ʾayyuhālladhīn ʾāmanū dkhulū fī s-silm kāffat w-lā tattabiʿū khuṭuwāt sh-shayṭān ʾinnahū lakum ʿaduww mubīn,"O you who have believed, enter into Islam completely and perfectly and do not follow the footsteps of Satan. Indeed, he is to you a clear enemy"
2,209,فَإِن زَلَلتُم مِن بَعدِ ما جاءَتكُمُ البَيِّناتُ فَاعلَموا أَنَّ اللَّهَ عَزيزٌ حَكيمٌ,f-ʾ zalaltum m baʿd mā jāʾatkumul-bayyināt f-ʿlamū ʾann llāh ʿazīz ḥakīm,"But if you deviate after clear proofs have come to you, then know that Allah is Exalted in Might and Wise"
2,210,هَل يَنظُرونَ إِلّا أَن يَأتِيَهُمُ اللَّهُ في ظُلَلٍ مِنَ الغَمامِ وَالمَلائِكَةُ وَقُضِيَ الأَمرُ ۚ وَإِلَى اللَّهِ تُرجَعُ الأُمورُ,hal yanẓurūn ʾillā ʾ yaʾtiyahum llāh fī ẓulal minal-ghamām w-l-malāʾikat w-quḍiyal-ʾamr w-ʾilā llāh turjaʿul-ʾumūr,Do they await but that Allah should come to them in covers of clouds and the angels as well and the matter is then decided? And to Allah all matters are returned
2,211,سَل بَني إِسرائيلَ كَم آتَيناهُم مِن آيَةٍ بَيِّنَةٍ ۗ وَمَن يُبَدِّل نِعمَةَ اللَّهِ مِن بَعدِ ما جاءَتهُ فَإِنَّ اللَّهَ شَديدُ العِقابِ,sal banī ʾisrāʾīl kam ʾātaynāhum m ʾāyat bayyinat w-m yubaddil niʿmat llāh m baʿd mā jāʾath f-ʾinn llāh shadīdul-ʿiqāb,"Ask the Children of Israel how many a sign of evidence We have given them. And whoever exchanges the favor of Allah for disbelief after it has come to him - then indeed, Allah is severe in penalty"
2,212,زُيِّنَ لِلَّذينَ كَفَرُوا الحَياةُ الدُّنيا وَيَسخَرونَ مِنَ الَّذينَ آمَنوا ۘ وَالَّذينَ اتَّقَوا فَوقَهُم يَومَ القِيامَةِ ۗ وَاللَّهُ يَرزُقُ مَن يَشاءُ بِغَيرِ حِسابٍ,zuyyin l-lladhīn kafarūl-ḥayāt d-dunyā w-yaskharūn minalladhīn ʾāmanū w-lladhīn ttaqaw fawqahum yawmal-qiyāmat w-llāh yarzuq m yashāʾ b-ghayr ḥisāb,"Beautified for those who disbelieve is the life of this world, and they ridicule those who believe. But those who fear Allah are above them on the Day of Resurrection. And Allah gives provision to whom He wills without account"
2,213,كانَ النّاسُ أُمَّةً واحِدَةً فَبَعَثَ اللَّهُ النَّبِيّينَ مُبَشِّرينَ وَمُنذِرينَ وَأَنزَلَ مَعَهُمُ الكِتابَ بِالحَقِّ لِيَحكُمَ بَينَ النّاسِ فيمَا اختَلَفوا فيهِ ۚ وَمَا اختَلَفَ فيهِ إِلَّا الَّذينَ أوتوهُ مِن بَعدِ ما جاءَتهُمُ البَيِّناتُ بَغيًا بَينَهُم ۖ فَهَدَى اللَّهُ الَّذينَ آمَنوا لِمَا اختَلَفوا فيهِ مِنَ الحَقِّ بِإِذنِهِ ۗ وَاللَّهُ يَهدي مَن يَشاءُ إِلىٰ صِراطٍ مُستَقيمٍ,kān n-nās ʾummat wāḥidat f-baʿath llāh n-nabiyyīn mubashshirīn w-mundhirīn w-ʾanzal maʿahumul-kitāb b-l-ḥaqq l-yaḥkum bayn n-nās fī-mā khtalafū fīh w-mā khtalaf fīh ʾillālladhīn ʾūtūh m baʿd mā jāʾathumul-bayyināt baghy baynahum f-hadā llāhulladhīn ʾāmanū l-mā khtalafū fīh minal-ḥaqq b-ʾidhnihī w-llāh yahdī m yashāʾ ʾilā ṣirāṭ mustaqīm,"Mankind was of one religion before their deviation; then Allah sent the prophets as bringers of good tidings and warners and sent down with them the Scripture in truth to judge between the people concerning that in which they differed. And none differed over the Scripture except those who were given it - after the clear proofs came to them - out of jealous animosity among themselves. And Allah guided those who believed to the truth concerning that over which they had differed, by His permission. And Allah guides whom He wills to a straight path"
2,214,أَم حَسِبتُم أَن تَدخُلُوا الجَنَّةَ وَلَمّا يَأتِكُم مَثَلُ الَّذينَ خَلَوا مِن قَبلِكُم ۖ مَسَّتهُمُ البَأساءُ وَالضَّرّاءُ وَزُلزِلوا حَتّىٰ يَقولَ الرَّسولُ وَالَّذينَ آمَنوا مَعَهُ مَتىٰ نَصرُ اللَّهِ ۗ أَلا إِنَّ نَصرَ اللَّهِ قَريبٌ,ʾam ḥasibtum ʾ tadkhulūl-jannat w-lammā yaʾtikum mathalulladhīn khalaw m qablikum massathumul-baʾsāʾ w-ḍ-ḍarrāʾ w-zulzilū ḥattā yaqūl r-rasūl w-lladhīn ʾāmanū maʿahū matā naṣr llāh ʾ-lā ʾinn naṣr llāh qarīb,"Or do you think that you will enter Paradise while such trial has not yet come to you as came to those who passed on before you? They were touched by poverty and hardship and were shaken until even their messenger and those who believed with him said, ""When is the help of Allah?"" Unquestionably, the help of Allah is near"
2,215,يَسأَلونَكَ ماذا يُنفِقونَ ۖ قُل ما أَنفَقتُم مِن خَيرٍ فَلِلوالِدَينِ وَالأَقرَبينَ وَاليَتامىٰ وَالمَساكينِ وَابنِ السَّبيلِ ۗ وَما تَفعَلوا مِن خَيرٍ فَإِنَّ اللَّهَ بِهِ عَليمٌ,yasʾalūnak mādhā yunfiqūn qul mā ʾanfaqtum m khayr f-l-l-wālidayn w-l-ʾaqrabīn w-l-yatāmā w-l-masākīn w-bn s-sabīl w-mā tafʿalū m khayr f-ʾinn llāh bihī ʿalīm,"They ask you, O Muhammad, what they should spend. Say, ""Whatever you spend of good is to be for parents and relatives and orphans and the needy and the traveler. And whatever you do of good - indeed, Allah is Knowing of it"
2,216,كُتِبَ عَلَيكُمُ القِتالُ وَهُوَ كُرهٌ لَكُم ۖ وَعَسىٰ أَن تَكرَهوا شَيئًا وَهُوَ خَيرٌ لَكُم ۖ وَعَسىٰ أَن تُحِبّوا شَيئًا وَهُوَ شَرٌّ لَكُم ۗ وَاللَّهُ يَعلَمُ وَأَنتُم لا تَعلَمونَ,kutib ʿalaykumul-qitāl w-huw kurh lakum w-ʿasā ʾ takrahū shayʾ w-huw khayr lakum w-ʿasā ʾ tuḥibbū shayʾ w-huw sharr lakum w-llāh yaʿlam w-ʾantum lā taʿlamūn,"Fighting has been enjoined upon you while it is hateful to you. But perhaps you hate a thing and it is good for you; and perhaps you love a thing and it is bad for you. And Allah Knows, while you know not"
2,217,يَسأَلونَكَ عَنِ الشَّهرِ الحَرامِ قِتالٍ فيهِ ۖ قُل قِتالٌ فيهِ كَبيرٌ ۖ وَصَدٌّ عَن سَبيلِ اللَّهِ وَكُفرٌ بِهِ وَالمَسجِدِ الحَرامِ وَإِخراجُ أَهلِهِ مِنهُ أَكبَرُ عِندَ اللَّهِ ۚ وَالفِتنَةُ أَكبَرُ مِنَ القَتلِ ۗ وَلا يَزالونَ يُقاتِلونَكُم حَتّىٰ يَرُدّوكُم عَن دينِكُم إِنِ استَطاعوا ۚ وَمَن يَرتَدِد مِنكُم عَن دينِهِ فَيَمُت وَهُوَ كافِرٌ فَأُولٰئِكَ حَبِطَت أَعمالُهُم فِي الدُّنيا وَالآخِرَةِ ۖ وَأُولٰئِكَ أَصحابُ النّارِ ۖ هُم فيها خالِدونَ,yasʾalūnak ʿan sh-shahril-ḥarām qitāl fīh qul qitāl fīh kabīr w-ṣadd ʿ sabīl llāh w-kufr bihī w-l-masjidil-ḥarām w-ʾikhrāj ʾahlihī minh ʾakbar ʿind llāh w-l-fitnat ʾakbar minal-qatl w-lā yazālūn yuqātilūnakum ḥattā yaruddūkum ʿ dīnikum ʾin staṭāʿū w-m yartadid minkum ʿ dīnihī f-yamut w-huw kāfir f-ʾulāʾik ḥabiṭat ʾaʿmāluhum fī d-dunyā w-l-ʾākhirat w-ʾulāʾik ʾaṣḥāb n-nār hum fīhā khālidūn,"They ask you about the sacred month - about fighting therein. Say, ""Fighting therein is great sin, but averting people from the way of Allah and disbelief in Him and preventing access to al-Masjid al-Haram and the expulsion of its people therefrom are greater evil in the sight of Allah. And fitnah is greater than killing."" And they will continue to fight you until they turn you back from your religion if they are able. And whoever of you reverts from his religion to disbelief and dies while he is a disbeliever - for those, their deeds have become worthless in this world and the Hereafter, and those are the companions of the Fire, they will abide therein eternally"
2,218,إِنَّ الَّذينَ آمَنوا وَالَّذينَ هاجَروا وَجاهَدوا في سَبيلِ اللَّهِ أُولٰئِكَ يَرجونَ رَحمَتَ اللَّهِ ۚ وَاللَّهُ غَفورٌ رَحيمٌ,ʾinnalladhīn ʾāmanū w-lladhīn hājarū w-jāhadū fī sabīl llāh ʾulāʾik yarjūn raḥmat llāh w-llāh ghafūr raḥīm,"Indeed, those who have believed and those who have emigrated and fought in the cause of Allah - those expect the mercy of Allah. And Allah is Forgiving and Merciful"
2,219,۞ يَسأَلونَكَ عَنِ الخَمرِ وَالمَيسِرِ ۖ قُل فيهِما إِثمٌ كَبيرٌ وَمَنافِعُ لِلنّاسِ وَإِثمُهُما أَكبَرُ مِن نَفعِهِما ۗ وَيَسأَلونَكَ ماذا يُنفِقونَ قُلِ العَفوَ ۗ كَذٰلِكَ يُبَيِّنُ اللَّهُ لَكُمُ الآياتِ لَعَلَّكُم تَتَفَكَّرونَ,yasʾalūnak ʿanil-khamr w-l-maysir qul fīhimā ʾithm kabīr w-manāfiʿ l-n-nās w-ʾithmuhumā ʾakbar m nafʿihimā w-yasʾalūnak mādhā yunfiqūn qulil-ʿafw k-dhālik yubayyin llāh lakumul-ʾāyāt laʿallakum tatafakkarūn,"They ask you about wine and gambling. Say, ""In them is great sin and yet, some benefit for people. But their sin is greater than their benefit."" And they ask you what they should spend. Say, ""The excess beyond needs."" Thus Allah makes clear to you the verses of revelation that you might give thought"
